Pariah;3;W;rare;10609;10E;10
Reviving Dose;3;W;common;1343;10E;4
Reya Dawnbringer;9;W;rare;425;10E;1
Reya Dawnbringer;9;W;rare;4315;10E;21
Righteousness;1;W;rare;11189;10E;1
Rule of Law;3;W;uncommon;8530;10E;3
Samite Healer;2;W;common;9828;10E;3
Serra Angel;5;W;rare;13998;10E;15
Serra Angel;5;W;rare;14393;10E;12
Serra's Embrace;4;W;uncommon;11889;10E;16
Serra's Embrace;4;W;uncommon;9544;10E;3
Skyhunter Patrol;4;W;common;4054;10E;10
Skyhunter Patrol;4;W;common;12299;10E;5
Skyhunter Prowler;3;W;common;7201;10E;7
Skyhunter Prowler;3;W;common;3431;10E;12
Skyhunter Skirmisher;3;W;uncommon;1842;10E;14
Skyhunter Skirmisher;3;W;uncommon;7399;10E;6
Soul Warden;1;W;uncommon;2778;10E;25
Spirit Link;1;W;uncommon;14505;10E;4
Spirit Link;1;W;uncommon;1462;10E;16
Spirit Weaver;2;W;uncommon;4937;10E;25
Starlight Invoker;2;W;uncommon;2673;10E;4
Steadfast Guard;2;W;common;5386;10E;20
Steadfast Guard;2;W;common;4000;10E;12
Story Circle;3;W;rare;871;10E;5
Suntail Hawk;1;W;common;1136;10E;14
Suntail Hawk;1;W;common;6391;10E;11
Tempest of Light;3;W;uncommon;5587;10E;18
Treasure Hunter;3;W;uncommon;3358;10E;7
True Believer;2;W;rare;403;10E;20
True Believer;2;W;rare;9785;10E;17
Tundra Wolves;1;W;common;3169;10E;17
Tundra Wolves;1;W;common;4265;10E;6
Venerable Monk;3;W;common;8551;10E;2
Voice of All;4;W;rare;5494;10E;5
Voice of All;4;W;rare;13940;10E;14
Wall of Swords;4;W;uncommon;8589;10E;22
Wall of Swords;4;W;uncommon;10762;10E;4
Warrior's Honor;3;W;common;12315;10E;25
Wild Griffin;3;W;common;3288;10E;2
Wild Griffin;3;W;common;6728;10E;19
Windborn Muse;4;W;rare;1086;10E;25
Windborn Muse;4;W;rare;10962;10E;22
Wrath of God;4;W;rare;1057;10E;6
Youthful Knight;2;W;common;12844;10E;4
Youthful Knight;2;W;common;974;10E;13
Academy Researchers;3;U;uncommon;7967;10E;2
Air Elemental;5;U;uncommon;14251;10E;3
Air Elemental;5;U;uncommon;10983;10E;24
Ambassador Laquatus;3;U;rare;2381;10E;2
Arcanis the Omnipotent;6;U;rare;11508;10E;22
Aura Graft;2;U;uncommon;3480;10E;1
Aven Fisher;4;U;common;8032;10E;5
Aven Fisher;4;U;common;2574;10E;19
Aven Windreader;5;U;common;14838;10E;4
Aven Windreader;5;U;common;4324;10E;16
Boomerang;2;U;common;7141;10E;23
Cancel;3;U;common;9745;10E;3
Cephalid Constable;3;U;rare;5643;10E;14
Clone;4;U;rare;13515;10E;15
Cloud Elemental;3;U;common;7432;10E;14
Cloud Elemental;3;U;common;2534;10E;1
Cloud Sprite;1;U;common;14507;10E;5
Cloud Sprite;1;U;common;13564;10E;10
Counsel of the Soratami;3;U;common;2021;10E;0
Crafty Pathmage;3;U;common;12455;10E;3
Dehydration;4;U;common;10605;10E;10
Dehydration;4;U;common;1739;10E;6
Deluge;3;U;uncommon;9831;10E;24
Denizen of the Deep;8;U;rare;5565;10E;0
Discombobulate;4;U;uncommon;8627;10E;6
Dreamborn Muse;4;U;rare;8223;10E;4
Evacuation;5;U;rare;11322;10E;19
Flashfreeze;2;U;uncommon;6381;10E;13
Fog Elemental;3;U;uncommon;2826;10E;11
Fog Elemental;3;U;uncommon;1302;10E;15
Fugitive Wizard;1;U;common;7480;10E;1
Horseshoe Crab;3;U;common;311;10E;15
Hurkyl's Recall;2;U;rare;2235;10E;9
Lumengrid Warden;2;U;common;14704;10E;16
Mahamoti Djinn;6;U;rare;8592;10E;15
Mahamoti Djinn;6;U;rare;4032;10E;21
March of the Machines;4;U;rare;13873;10E;4
March of the Machines;4;U;rare;3797;10E;18
Merfolk Looter;2;U;common;1933;10E;17
Mind Bend;1;U;rare;14457;10E;0
Mind Bend;1;U;rare;14522;10E;21
Peek;1;U;common;11290;10E;17
Persuasion;5;U;uncommon;12783;10E;24
Persuasion;5;U;uncommon;1007;10E;1
Phantom Warrior;3;U;uncommon;6432;10E;19
Plagiarize;4;U;rare;11876;10E;6
Puppeteer;3;U;uncommon;5542;10E;2
Reminisce;3;U;uncommon;7685;10E;6
Remove Soul;2;U;common;10181;10E;1
Robe of Mirrors;1;U;common;59;10E;6
Robe of Mirrors;1;U;common;1902;10E;9
Rootwater Commando;3;U;common;11916;10E;19
Rootwater Commando;3;U;common;12059;10E;12
Rootwater Matriarch;4;U;rare;11778;10E;14
Sage Owl;2;U;common;14278;10E;3
Sage Owl;2;U;common;4882;10E;3
Scalpelexis;5;U;rare;12156;10E;15
Scalpelexis;5;U;rare;3024;10E;2
Sea Monster;6;U;common;3488;10E;17
Shimmering Wings;1;U;common;6471;10E;18
Shimmering Wings;1;U;common;13589;10E;7
Sift;4;U;common;13229;10E;10
Sky Weaver;2;U;uncommon;1902;10E;13
Sky Weaver;2;U;uncommon;6479;10E;4
Snapping Drake;4;U;common;6167;10E;16
Snapping Drake;4;U;common;5713;10E;13
Spiketail Hatchling;2;U;uncommon;12112;10E;10
Spiketail Hatchling;2;U;uncommon;10254;10E;18
Sunken Hope;5;U;rare;5115;10E;10
Telepathy;1;U;uncommon;11761;10E;15
Telling Time;2;U;uncommon;9586;10E;1
Thieving Magpie;4;U;uncommon;1317;10E;20
Thieving Magpie;4;U;uncommon;12390;10E;7
Tidings;5;U;uncommon;7270;10E;16
Time Stop;6;U;rare;1280;10E;24
Time Stop;6;U;rare;11686;10E;20
Time Stretch;10;U;rare;2728;10E;5
Traumatize;5;U;rare;863;10E;13
Twincast;2;U;rare;4353;10E;3
Twitch;3;U;common;4062;10E;0
Unsummon;1;U;common;5354;10E;15
Vedalken Mastermind;2;U;uncommon;11965;10E;22
Wall of Air;3;U;uncommon;8249;10E;21
Wall of Air;3;U;uncommon;9308;10E;9
Afflict;3;B;common;9419;10E;16
Agonizing Memories;4;B;uncommon;3248;10E;17
Ascendant Evincar;6;B;rare;1826;10E;8
Ascendant Evincar;6;B;rare;13725;10E;8
Assassinate;3;B;common;1220;10E;9
Beacon of Unrest;5;B;rare;3202;10E;15
Bog Wraith;4;B;uncommon;5536;10E;3
Bog Wraith;4;B;uncommon;5884;10E;12
Consume Spirit;2;B;uncommon;17;10E;20
Contaminated Bond;2;B;common;7454;10E;8
Contaminated Bond;2;B;common;8671;10E;8
Cruel Edict;2;B;uncommon;6959;10E;20
Deathmark;1;B;uncommon;5250;10E;2
Diabolic Tutor;4;B;uncommon;13365;10E;11
Distress;2;B;common;1017;10E;23
Doomed Necromancer;3;B;rare;6800;10E;5
Dross Crocodile;4;B;common;3137;10E;17
Drudge Skeletons;2;B;uncommon;143;10E;4
Drudge Skeletons;2;B;uncommon;8016;10E;20
Dusk Imp;3;B;common;13062;10E;1
Dusk Imp;3;B;common;4101;10E;9
Essence Drain;5;B;common;12969;10E;13
Fear;2;B;common;13867;10E;25
Fear;2;B;common;5858;10E;21
Festering Goblin;1;B;common;7867;10E;25
Grave Pact;4;B;rare;793;10E;12
Graveborn Muse;4;B;rare;5371;10E;22
Gravedigger;4;B;common;9609;10E;0
Hate Weaver;2;B;uncommon;14961;10E;1
Head Games;5;B;rare;14922;10E;22
Hidden Horror;3;B;uncommon;12516;10E;8
Highway Robber;4;B;common;5100;10E;20
Hypnotic Specter;3;B;rare;6074;10E;17
Hypnotic Specter;3;B;rare;12872;10E;19
Knight of Dusk;3;B;uncommon;13297;10E;25
Looming Shade;3;B;common;2435;10E;9
Lord of the Pit;7;B;rare;915;10E;8
Lord of the Pit;7;B;rare;235;10E;4
Lord of the Undead;3;B;rare;11068;10E;18
Mass of Ghouls;5;B;common;9363;10E;11
Megrim;3;B;uncommon;6137;10E;15
Midnight Ritual;3;B;rare;7373;10E;11
Mind Rot;3;B;common;1619;10E;8
Mortal Combat;4;B;rare;5607;10E;11
Mortivore;4;B;rare;622;10E;12
Mortivore;4;B;rare;2510;10E;0
Nantuko Husk;3;B;uncommon;642;10E;9
Nekrataal;4;B;uncommon;1775;10E;1
Nekrataal;4;B;uncommon;8753;10E;18
Nightmare;6;B;rare;1132;10E;15
Nightmare;6;B;rare;10974;10E;23
No Rest for the Wicked;2;B;uncommon;1942;10E;21
Phage the Untouchable;7;B;rare;14112;10E;21
Phyrexian Rager;3;B;common;10572;10E;19
Plague Beetle;1;B;common;13565;10E;19
Plague Beetle;1;B;common;4092;10E;20
Plague Wind;9;B;rare;13774;10E;9
Rain of Tears;3;B;uncommon;14678;10E;8
Ravenous Rats;2;B;common;5671;10E;11
Recover;3;B;common;13719;10E;25
Relentless Rats;3;B;uncommon;3649;10E;21
Royal Assassin;3;B;rare;11644;10E;13
Scathe Zombies;3;B;common;8820;10E;5
Sengir Vampire;5;B;rare;648;10E;9
Sengir Vampire;5;B;rare;1516;10E;1
Severed Legion;3;B;common;10276;10E;10
Severed Legion;3;B;common;14527;10E;14
Sleeper Agent;1;B;rare;4918;10E;13
Soul Feast;5;B;uncommon;10779;10E;3
Spineless Thug;2;B;common;10836;10E;25
Stronghold Discipline;4;B;uncommon;3479;10E;6
Terror;2;B;common;9070;10E;10
Thrull Surgeon;2;B;uncommon;5951;10E;25
Underworld Dreams;3;B;rare;11807;10E;24
Unholy Strength;1;B;common;4167;10E;6
Unholy Strength;1;B;common;11738;10E;7
Vampire Bats;1;B;common;535;10E;13
Vampire Bats;1;B;common;5229;10E;14
Anaba Bodyguard;4;R;common;3080;10E;2
Anaba Bodyguard;4;R;common;5946;10E;19
Arcane Teachings;3;R;uncommon;3200;10E;16
Arcane Teachings;3;R;uncommon;14546;10E;2
Beacon of Destruction;5;R;rare;12763;10E;5
Blaze;1;R;uncommon;11024;10E;17
Bloodfire Colossus;8;R;rare;14962;10E;16
Bloodrock Cyclops;3;R;common;5306;10E;15
Bogardan Firefiend;3;R;common;5386;10E;24
Cone of Flame;5;R;uncommon;4358;10E;9
Cryoclasm;3;R;uncommon;1213;10E;19
Demolish;4;R;common;13120;10E;5
Dragon Roost;6;R;rare;11586;10E;16
Dragon Roost;6;R;rare;13239;10E;4
Duct Crawler;1;R;common;11659;10E;13
Earth Elemental;5;R;uncommon;14490;10E;2
Firebreathing;1;R;common;14401;10E;11
Firebreathing;1;R;common;5164;10E;25
Fists of the Anvil;2;R;common;4983;10E;11
Flamewave Invoker;3;R;uncommon;13303;10E;9
Flowstone Slide;4;R;rare;7722;10E;7
Furnace of Rath;4;R;rare;2977;10E;14
Furnace Whelp;4;R;uncommon;13425;10E;2
Furnace Whelp;4;R;uncommon;6040;10E;20
Goblin Elite Infantry;2;R;common;6627;10E;6
Goblin King;3;R;rare;2274;10E;19
Goblin King;3;R;rare;1314;10E;23
Goblin Lore;2;R;uncommon;3065;10E;7
Goblin Piker;2;R;common;5363;10E;1
Goblin Sky Raider;3;R;common;14456;10E;3
Goblin Sky Raider;3;R;common;6594;10E;4
Guerrilla Tactics;2;R;uncommon;6000;10E;16
Hill Giant;4;R;common;13744;10E;23
Incinerate;2;R;common;13607;10E;15
Kamahl, Pit Fighter;6;R;rare;7506;10E;17
Kamahl, Pit Fighter;6;R;rare;9988;10E;25
Lava Axe;5;R;common;12561;10E;19
Lavaborn Muse;4;R;rare;14191;10E;0
Lightning Elemental;4;R;common;4706;10E;13
Lightning Elemental;4;R;common;11315;10E;7
Manabarbs;4;R;rare;10447;10E;11
Mogg Fanatic;1;R;uncommon;3359;10E;4
Orcish Artillery;3;R;uncommon;5902;10E;13
Prodigal Pyromancer;3;R;common;6067;10E;7
Pyroclasm;2;R;uncommon;2514;10E;0
Rage Weaver;2;R;uncommon;379;10E;25
Rage Weaver;2;R;uncommon;12733;10E;21
Raging Goblin;1;R;common;9333;10E;10
Raging Goblin;1;R;common;9372;10E;2
Relentless Assault;4;R;rare;13924;10E;19
Rock Badger;5;R;common;8885;10E;11
Rock Badger;5;R;common;48;10E;13
Scoria Wurm;5;R;rare;6362;10E;13
Seismic Assault;3;R;rare;9708;10E;12
Shatterstorm;4;R;uncommon;6450;10E;14
Shivan Dragon;6;R;rare;5846;10E;24
Shivan Dragon;6;R;rare;11219;10E;13
Shivan Hellkite;7;R;rare;14122;10E;23
Shivan Hellkite;7;R;rare;10961;10E;17
Shock;1;R;common;8065;10E;10
Shunt;3;R;rare;3363;10E;4
Siege-Gang Commander;5;R;rare;14651;10E;18
Smash;3;R;common;7685;10E;18
Soulblast;6;R;rare;2360;10E;1
Spark Elemental;1;R;uncommon;892;10E;17
Spark Elemental;1;R;uncommon;6362;10E;6
Spitting Earth;2;R;common;2026;10E;14
Squee, Goblin Nabob;3;R;rare;14116;10E;5
Stun;2;R;common;3333;10E;23
Sudden Impact;4;R;uncommon;10326;10E;6
Threaten;3;R;uncommon;4202;10E;11
Threaten;3;R;uncommon;4301;10E;10
Thundering Giant;5;R;uncommon;6191;10E;21
Thundering Giant;5;R;uncommon;13568;10E;20
Uncontrollable Anger;4;R;common;13435;10E;6
Uncontrollable Anger;4;R;common;271;10E;1
Viashino Runner;4;R;common;360;10E;2
Viashino Sandscout;2;R;common;5487;10E;25
Viashino Sandscout;2;R;common;4657;10E;16
Wall of Fire;3;R;uncommon;1415;10E;13
Wall of Fire;3;R;uncommon;14400;10E;17
Warp World;8;R;rare;2614;10E;7
Abundance;4;G;rare;1690;10E;12
Aggressive Urge;2;G;common;4117;10E;15
Avatar of Might;8;G;rare;10883;10E;22
Avatar of Might;8;G;rare;4544;10E;2
Birds of Paradise;1;G;rare;2096;10E;14
Birds of Paradise;1;G;rare;1659;10E;6
Blanchwood Armor;3;G;uncommon;8627;10E;23
Blanchwood Armor;3;G;uncommon;10196;10E;3
Canopy Spider;2;G;common;4309;10E;19
Canopy Spider;2;G;common;5572;10E;1
Civic Wayfinder;3;G;common;13831;10E;15
Commune with Nature;1;G;common;14962;10E;7
Craw Wurm;6;G;common;10041;10E;21
Creeping Mold;4;G;uncommon;4078;10E;4
Elven Riders;5;G;uncommon;6129;10E;14
Elvish Berserker;1;G;common;7016;10E;13
Elvish Champion;3;G;rare;13252;10E;19
Elvish Champion;3;G;rare;1311;10E;10
Elvish Piper;4;G;rare;1585;10E;10
Enormous Baloth;7;G;uncommon;755;10E;1
Femeref Archers;3;G;uncommon;2887;10E;10
Gaea's Herald;2;G;rare;6941;10E;20
Giant Growth;1;G;common;8986;10E;19
Giant Spider;4;G;common;8811;10E;12
Giant Spider;4;G;common;5193;10E;4
Grizzly Bears;2;G;common;14736;10E;7
Hunted Wumpus;4;G;uncommon;2261;10E;20
Hurricane;1;G;rare;1594;10E;7
Joiner Adept;2;G;rare;14891;10E;22
Karplusan Strider;4;G;uncommon;6881;10E;13
Kavu Climber;5;G;common;10511;10E;11
Llanowar Elves;1;G;common;9632;10E;3
Llanowar Sentinel;3;G;common;1043;10E;5
Lure;3;G;uncommon;5269;10E;2
Lure;3;G;uncommon;3468;10E;6
Might of Oaks;4;G;rare;6575;10E;5
Might Weaver;2;G;uncommon;2781;10E;9
Might Weaver;2;G;uncommon;7527;10E;4
Mirri, Cat Warrior;3;G;rare;4780;10E;0
Mirri, Cat Warrior;3;G;rare;8942;10E;22
Molimo, Maro-Sorcerer;7;G;rare;7466;10E;11
Molimo, Maro-Sorcerer;7;G;rare;4232;10E;9
Natural Spring;5;G;common;11743;10E;21
Naturalize;2;G;common;12898;10E;2
Overgrowth;3;G;common;10596;10E;24
Overgrowth;3;G;common;4416;10E;3
Overrun;5;G;uncommon;12704;10E;14
Overrun;5;G;uncommon;12119;10E;20
Pincher Beetles;3;G;common;5265;10E;1
Pincher Beetles;3;G;common;4320;10E;11
Primal Rage;2;G;uncommon;3363;10E;19
Primal Rage;2;G;uncommon;3121;10E;11
Quirion Dryad;2;G;rare;9798;10E;6
Rampant Growth;2;G;common;10650;10E;8
Recollect;3;G;uncommon;9524;10E;19
Regeneration;2;G;uncommon;6169;10E;13
Regeneration;2;G;uncommon;1527;10E;2
Rhox;6;G;rare;3378;10E;18
Rhox;6;G;rare;12800;10E;8
Root Maze;1;G;rare;2150;10E;15
Rootwalla;3;G;common;1702;10E;1
Rushwood Dryad;2;G;common;11038;10E;18
Rushwood Dryad;2;G;common;14474;10E;5
Scion of the Wild;3;G;rare;5194;10E;15
Seedborn Muse;5;G;rare;11181;10E;6
Skyshroud Ranger;1;G;common;3568;10E;4
Spined Wurm;5;G;common;5252;10E;13
Stalking Tiger;4;G;common;9613;10E;16
Stampeding Wildebeests;4;G;uncommon;9819;10E;12
Stampeding Wildebeests;4;G;uncommon;8724;10E;22
Sylvan Basilisk;5;G;uncommon;2401;10E;25
Sylvan Scrying;2;G;uncommon;1117;10E;25
Tangle Spider;6;G;uncommon;8097;10E;8
Tangle Spider;6;G;uncommon;7783;10E;21
Treetop Bracers;2;G;common;441;10E;2
Treetop Bracers;2;G;common;5322;10E;5
Troll Ascetic;3;G;rare;9501;10E;10
Troll Ascetic;3;G;rare;11712;10E;0
Upwelling;4;G;rare;11926;10E;8
Upwelling;4;G;rare;13170;10E;11
Verdant Force;8;G;rare;9235;10E;20
Viridian Shaman;3;G;uncommon;5663;10E;17
Wall of Wood;1;G;common;351;10E;11
Wall of Wood;1;G;common;12900;10E;10
Yavimaya Enchantress;3;G;uncommon;11799;10E;19
Angel's Feather;2;;uncommon;3;10E;18
Bottle Gnomes;3;;uncommon;14425;10E;14
Chimeric Staff;4;;rare;11246;10E;3
Chromatic Star;1;;uncommon;11666;10E;6
Citanul Flute;5;;rare;9059;10E;0
Coat of Arms;5;;rare;9075;10E;0
Coat of Arms;5;;rare;2162;10E;9
Colossus of Sardia;9;;rare;3548;10E;14
Colossus of Sardia;9;;rare;9386;10E;1
Composite Golem;6;BGRUW;uncommon;3499;10E;24
Crucible of Worlds;3;;rare;6888;10E;11
Demon's Horn;2;;uncommon;13822;10E;14
Doubling Cube;2;;rare;14491;10E;3
Dragon's Claw;2;;uncommon;3188;10E;0
Fountain of Youth;0;;uncommon;14369;10E;5
The Hive;5;;rare;6904;10E;13
The Hive;5;;rare;14354;10E;23
Howling Mine;2;;rare;3630;10E;13
Icy Manipulator;4;;uncommon;13364;10E;16
Jayemdae Tome;4;;rare;4752;10E;10
Juggernaut;4;;uncommon;9690;10E;3
Kraken's Eye;2;;uncommon;9073;10E;25
Legacy Weapon;7;BGRUW;rare;6182;10E;2
Leonin Scimitar;1;;uncommon;11704;10E;18
Leonin Scimitar;1;;uncommon;6425;10E;1
Loxodon Warhammer;3;;rare;2180;10E;9
Loxodon Warhammer;3;;rare;10889;10E;18
Mantis Engine;5;;uncommon;13424;10E;16
Mantis Engine;5;;uncommon;3761;10E;3
Millstone;2;;rare;12409;10E;2
Mind Stone;2;;uncommon;10112;10E;16
Ornithopter;0;;uncommon;1814;10E;0
Ornithopter;0;;uncommon;7596;10E;9
Phyrexian Vault;3;;uncommon;9192;10E;16
Pithing Needle;1;;rare;796;10E;3
Platinum Angel;7;;rare;12995;10E;17
Platinum Angel;7;;rare;1089;10E;24
Razormane Masticore;5;;rare;1021;10E;13
Razormane Masticore;5;;rare;8139;10E;18
Rod of Ruin;4;;uncommon;11032;10E;3
Sculpting Steel;3;;rare;1735;10E;3
Spellbook;0;;uncommon;12500;10E;14
Steel Golem;3;;uncommon;11888;10E;16
Whispersilk Cloak;3;;uncommon;11645;10E;0
Whispersilk Cloak;3;;uncommon;5000;10E;11
Wurm's Tooth;2;;uncommon;9440;10E;1
Adarkar Wastes;0;UW;rare;10626;10E;1
Battlefield Forge;0;RW;rare;174;10E;9
Brushland;0;GW;rare;14191;10E;15
Caves of Koilos;0;BW;rare;4450;10E;13
Faerie Conclave;0;U;uncommon;11828;10E;18
Faerie Conclave;0;U;uncommon;4816;10E;17
Forbidding Watchtower;0;W;uncommon;4551;10E;17
Ghitu Encampment;0;R;uncommon;6990;10E;0
Ghitu Encampment;0;R;uncommon;9595;10E;9
Karplusan Forest;0;GR;rare;4986;10E;22
Llanowar Wastes;0;BG;rare;627;10E;19
Quicksand;0;;uncommon;13050;10E;9
Shivan Reef;0;RU;rare;1087;10E;18
Spawning Pool;0;B;uncommon;14878;10E;13
Spawning Pool;0;B;uncommon;432;10E;12
Sulfurous Springs;0;BR;rare;2837;10E;8
Terramorphic Expanse;0;;common;1873;10E;19
Treetop Village;0;G;uncommon;8934;10E;16
Treetop Village;0;G;uncommon;7387;10E;4
Underground River;0;BU;rare;4311;10E;8
Yavimaya Coast;0;GU;rare;485;10E;17
Plains;0;W;common;94;10E;12
Plains;0;W;common;13868;10E;1
Plains;0;W;common;7878;10E;5
Plains;0;W;common;952;10E;5
Island;0;U;common;2109;10E;12
Island;0;U;common;10557;10E;3
Island;0;U;common;3963;10E;13
Island;0;U;common;4262;10E;20
Swamp;0;B;common;8301;10E;0
Swamp;0;B;common;8830;10E;7
Swamp;0;B;common;1399;10E;10
Swamp;0;B;common;3237;10E;25
Mountain;0;R;common;8233;10E;24
Mountain;0;R;common;14693;10E;5
Mountain;0;R;common;2858;10E;8
Mountain;0;R;common;4858;10E;19
Forest;0;G;common;6806;10E;11
Forest;0;G;common;6516;10E;3
Forest;0;G;common;9246;10E;1
Forest;0;G;common;4337;10E;5
Animate Wall;1;W;rare;10634;2ED;2
Armageddon;4;W;rare;12624;2ED;9
Balance;2;W;rare;2191;2ED;25
Benalish Hero;1;W;common;2849;2ED;3
Black Ward;1;W;uncommon;12991;2ED;24
Blaze of Glory;1;W;rare;11639;2ED;16
Blessing;2;W;rare;12398;2ED;1
Blue Ward;1;W;uncommon;12766;2ED;4
Castle;4;W;uncommon;8934;2ED;13
Circle of Protection: Black;2;W;common;1059;2ED;14
Circle of Protection: Blue;2;W;common;5725;2ED;17
Circle of Protection: Green;2;W;common;3964;2ED;14
Circle of Protection: Red;2;W;common;8169;2ED;21
Circle of Protection: White;2;W;common;6972;2ED;17
Consecrate Land;1;W;uncommon;11773;2ED;14
Conversion;4;W;uncommon;8872;2ED;12
Crusade;2;W;rare;1909;2ED;21
Death Ward;1;W;common;7151;2ED;13
Disenchant;2;W;common;3527;2ED;9
Farmstead;3;W;rare;13667;2ED;17
Green Ward;1;W;uncommon;8822;2ED;12
Guardian Angel;1;W;common;2344;2ED;3
Healing Salve;1;W;common;4931;2ED;18
Holy Armor;1;W;common;6988;2ED;2
Holy Strength;1;W;common;14688;2ED;10
Island Sanctuary;2;W;rare;14148;2ED;21
Karma;4;W;uncommon;10675;2ED;19
Lance;1;W;uncommon;7953;2ED;12
Mesa Pegasus;2;W;common;9928;2ED;9
Northern Paladin;4;W;rare;7314;2ED;2
Pearled Unicorn;3;W;common;9032;2ED;9
Personal Incarnation;6;W;rare;6259;2ED;4
Purelace;1;W;rare;12924;2ED;18
Red Ward;1;W;uncommon;9453;2ED;12
Resurrection;4;W;uncommon;6106;2ED;15
Reverse Damage;3;W;rare;3349;2ED;1
Righteousness;1;W;rare;2676;2ED;11
Samite Healer;2;W;common;12240;2ED;22
Savannah Lions;1;W;rare;14023;2ED;22
Serra Angel;5;W;uncommon;14280;2ED;19
Swords to Plowshares;1;W;uncommon;12302;2ED;24
Veteran Bodyguard;5;W;rare;2215;2ED;19
Wall of Swords;4;W;uncommon;13652;2ED;9
White Knight;2;W;uncommon;4526;2ED;6
White Ward;1;W;uncommon;9688;2ED;4
Wrath of God;4;W;rare;10808;2ED;9
Air Elemental;5;U;uncommon;13449;2ED;12
Ancestral Recall;1;U;rare;3242;2ED;18
Animate Artifact;4;U;uncommon;10247;2ED;7
Blue Elemental Blast;1;U;common;887;2ED;5
Braingeyser;2;U;rare;7367;2ED;23
Clone;4;U;uncommon;6808;2ED;7
Control Magic;4;U;uncommon;2352;2ED;11
Copy Artifact;2;U;rare;11087;2ED;12
Counterspell;2;U;uncommon;2009;2ED;12
Creature Bond;2;U;common;14721;2ED;10
Drain Power;2;U;rare;6081;2ED;4
Feedback;3;U;uncommon;432;2ED;2
Flight;1;U;common;10915;2ED;18
Invisibility;2;U;common;10363;2ED;0
Jump;1;U;common;1176;2ED;25
Lifetap;2;U;uncommon;10753;2ED;14
Lord of Atlantis;2;U;rare;3564;2ED;11
Magical Hack;1;U;rare;3348;2ED;16
Mahamoti Djinn;6;U;rare;9624;2ED;7
Mana Short;3;U;rare;9754;2ED;18
Merfolk of the Pearl Trident;1;U;common;3164;2ED;18
Phantasmal Forces;4;U;uncommon;9600;2ED;20
Phantasmal Terrain;2;U;common;3143;2ED;13
Phantom Monster;4;U;uncommon;14201;2ED;17
Pirate Ship;5;U;rare;11318;2ED;8
Power Leak;2;U;common;4107;2ED;20
Power Sink;1;U;common;8914;2ED;12
Prodigal Sorcerer;3;U;common;4928;2ED;4
Psionic Blast;3;U;uncommon;6657;2ED;14
Psychic Venom;2;U;common;6658;2ED;0
Sea Serpent;6;U;common;8466;2ED;17
Siren's Call;1;U;uncommon;2140;2ED;7
Sleight of Mind;1;U;rare;13166;2ED;8
Spell Blast;1;U;common;8064;2ED;3
Stasis;2;U;rare;10233;2ED;19
Steal Artifact;4;U;uncommon;10650;2ED;11
Thoughtlace;1;U;rare;2938;2ED;25
Time Walk;2;U;rare;9632;2ED;10
Timetwister;3;U;rare;14602;2ED;19
Twiddle;1;U;common;6552;2ED;19
Unsummon;1;U;common;4966;2ED;10
Vesuvan Doppelganger;5;U;rare;4758;2ED;11
Volcanic Eruption;3;U;rare;8573;2ED;19
Wall of Air;3;U;uncommon;6027;2ED;0
Wall of Water;3;U;uncommon;1522;2ED;2
Water Elemental;5;U;uncommon;14615;2ED;25
